"Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec"
"31" 0.452191790653629 2.57585751502744 0.41290210509365 -2.08291377342971 1.44195623157758 2.30787239189218 2.06475527375332 0.29363060844382 -0.767388167863189 -0.0509997832726583 0.351190529037368 -2.54965521564725
"32" 2.01732540181193 1.5102878437082 -1.47330885231968 -0.928065810689418 -0.988255786750713 -0.60893895375257 -0.00252238608676691 -0.283955470212334 0.438852892800426 -1.11938392202651 2.29763680500515 -0.448420825219159
"33" -0.183501609008346 -1.81337942866311 0.511696523105414 1.42018646405269 0.879071529347513 1.09099140582093 2.37068148709272 1.21654558441959 -3.03135118412166 -0.44069540567564 -0.911611736671375 -0.649574538676504
"34" -1.9432448472545 -1.17017417266233 0.459482656406948 0.735827768259526 1.27805376193348 -1.2428242866047 0.0958325080956541 0.206225128305078 0.432875395384457 1.19722435194852 -0.789920623221676 1.04915643919878
"35" -1.77367668839307 -1.56970521660918 1.19934771529658 -2.48425227645312 -1.20548407052239 -0.0440194201474498 -2.33738462333706 -1.26887107928762 0.14569733869368 0.41385027659264 1.13669648234601 1.90713603696111
"36" 1.26525603204813 0.312321265050215 -2.36506324438909 -0.109433698933088 -0.951491696588803 -0.0529589019020165 -0.48392881450215 -0.571065034241158 -0.898710524615524 -1.0690018366347 -1.0285039941628 2.76617268349193
"37" 2.53545688484807 -9.24140306006262 -0.341680534219236 -1.96644373017291 0.0280327654825925 -2.68087563158133 -0.800806234940794 -1.70121408846629 0.460169129277247 -1.48976417842424 -1.97646657830961 -0.42043138943157
"38" -0.891425059773596 3.30734103285239 3.52400227596578 -0.354441942514342 -3.19963268267284 0.444619263913665 -0.344675915928789 -0.864960591016228 -1.34790784868653 -0.525474645223852 0.0674448216130088 -0.575659815633017
"39" 0.514174928168558 2.70663059790246 -3.82698545022991 -2.93424969348824 2.00381321524787 -0.650792049688462 0.136176068633574 0.985355856891815 1.32532457291349 -0.730750809808058 -0.0129491905247505 1.64282576933367
"40" 0.519409375353149 0.876645517331909 2.56061387595562 1.0130039108958 0.853332456758707 0.263420682158824 1.82316891646278 -0.00612525097649552 0.698268868777333 -0.398821100951906 -1.55594954492899 1.74867641094491
"41" 0.225727851350129 1.25156799080548 1.79244144852427 -0.494258519173727 1.2672170771279 0.82571545794282 -2.08551698879997 -0.169469039738587 -1.84784421538843 -0.263941166738775 2.02497378362605 -0.219195541834466
"42" 0.682385775782009 4.061881356144 2.03440608686175 2.59618667545273 -1.53384647910902 0.574826277520813 -0.929534804172334 -0.051424422049493 3.29516792725013 1.13433691779727 -0.049965516493657 1.05348421487943
"43" 1.8315127151883 -0.726734221504231 -2.88329190937337 0.232047741734732 -1.90575105777975 -0.866150861073606 -0.795199067047307 1.71049553130688 -0.543402419569674 0.173012777425157 -1.79763729515396 -3.13865855983305
"44" -5.22178082557743 -4.87278126292235 -1.14948505282013 0.702102755897172 -1.02705919327799 -0.226224351085008 0.87782185557937 -0.655830473708392 0.041896994140771 -0.157496874167663 3.12541178707549 -2.5809482419306
"45" -1.61843988734564 1.11142997489131 -1.4053960965397 1.13412241473407 1.71243043260516 1.43464667697744 1.91670622200999 -0.203181061469863 0.390865312817311 -1.55537951582475 1.04929173168763 -0.751617604490391
"46" 1.3772213986054 -4.21469457202458 -0.197141963010807 -1.64347032096087 -0.847653406235139 0.39291097238879 -1.62802338876207 -0.765936966721554 -1.85675314572995 -0.713334289541777 -0.74032559672132 2.4240518536988
"47" -1.41580274309042 4.36671358547319 -0.546669956421326 1.6089365988912 0.50525064085781 1.24779353708595 -1.80032247239255 -1.30228235065573 1.057566555511 2.62950309042515 -2.0715461798487 1.38953088603949
"48" 0.343913125136368 1.31347356382194 1.55753250607503 -0.985155278815796 -0.12076993065223 -0.960824858588182 2.06693449964831 0.509153914475235 -0.585733390347499 2.29584848137519 0.399469477488935 -1.19244097739202
"49" -0.444810584505419 0.417530462925811 0.73531098796856 1.38886569676355 -0.662145174301699 0.129488071435887 -0.648548333768247 -1.22950419378303 -0.93714410879042 1.65649025300378 -0.0870075453699428 -0.899689789473356
"50" 0.609905661068055 -2.30351172278382 -0.226199366890611 -0.383079473315561 1.31779008811691 -1.95267456568192 0.950987128258888 -0.645293902771485 0.772246006229381 0.494011310882598 0.331808632638456 -4.00350728533697
"51" -0.341731502044468 -0.558623593214506 -2.6412262767163 -2.2304175796865 -1.178343467869 1.4383485592403 -0.452986897735926 0.297308365063728 0.595480870098484 -0.605239975446636 1.62991398975794 -0.960107047383275
"52" -1.28133516001488 -1.35525067181234 -3.48568209927652 3.15918985738017 2.03549465973546 -1.15042921692881 1.70468517462369 1.68174288157853 -0.323596633229911 1.04636494772669 -1.1772829141003 1.12357805454769
"53" 0.21239347611575 2.22348841175354 2.63684419464843 -0.299292878137351 -0.617128863494614 -0.790514472339453 -0.448871640254083 -0.524763829907386 -2.66341134913328 -1.5097139737201 0.244805841840716 -0.296585014766862
"54" -0.400141194931365 -1.50188202572491 -1.17244270173619 -2.35112470652341 1.7201573827772 1.06418417564069 -0.160999798106289 2.46973044037163 1.33206013004617 -1.03235377925087 -0.310987861201141 0.377135745137878
"55" 2.80495620628174 1.70606929952876 2.785128795284 1.02821623348382 -0.480867949726857 -0.65652020021146 -0.158981005177679 1.61583971738405 -0.0490956987676014 -4.02818241593899 0.18133110313228 3.31624231899799
"56" 3.3879029139852 0.598234450420009 -0.696521338663942 0.27703495175102 0.533239372688357 -1.01106556343751 0.34582448552267 1.04294008498222 2.56203882832263 -1.05136764490339 0.276352124086259 -1.16147264567731
"57" 1.28338806700565 0.109150817944766 -0.705155398505184 0.523648648430594 1.49648778090864 3.09159523923169 1.57473108290287 -0.771861560903716 -1.02778443613637 1.74523714713715 0.379110095681796 -1.86770338416807
"58" 0.575932890810449 3.49775528945818 3.11136876211329 -1.0368095065776 -0.0339340035687883 0.223405407289519 -0.251474423839468 -0.733336808980354 -1.07545475290253 1.63796032731834 0.913106694766455 0.77494631895074
"59" 0.0855250922335244 -1.03798729360403 0.494033416248584 -0.2799684034743 -1.28454699993527 -1.19847501079234 -1.35988548868595 -1.44218642843887 -0.847969721180135 -1.03349455311209 -0.91702614986113 0.951551429778149
"60" -2.47031399314402 1.04323603084943 0.506344432864381 -1.26053911027601 0.107803334701714 0.442950360179651 -0.657021885097848 -1.50162048316646 -0.427395869680666 0.979220716533845 -0.655319294059055 2.21132765050336
